,well_id,date,water_produced,oil_produced,gas_produced,latitude,longitude,type,status,wells
112500,31003198670000,2014,1.0,18.0,0.0,42.02693,-78.205893,Oil Development,Active,1
21312,31009691000000,2007,6.0,4.0,0.0,42.09225112200005,-78.49724749699999,Oil Development,Not Reported on AWR,1
56299,31013154950000,2009,0.0,0.0,1033000000.0,42.02716097700005,-79.20258709099994,Gas Development,Active,1
107876,31003275730000,2014,9.0,115.0,941000000.0,42.088045,-77.781386,Oil Development,Active,1
67772,31101205760000,2010,0.0,0.0,0.0,42.04260104800005,-77.54594708899998,Gas Wildcat,Inactive,1
120890,31029047670000,2015,9.0,0.0,1203000000.0,42.900146,-78.4922,Gas Development,Active,1
53646,31029218590000,2009,0.0,0.0,0.0,42.648480445000075,-78.68738754399999,Gas Development,Plugged and Abandoned,1
42868,31013164590000,1993,1.0,,3786000000.0,42.02199943500045,-79.19809619699964,Gas Development,Active,1
23886,31013177090000,1993,74.0,,1701000000.0,42.0678276910005,-79.70365587199967,Gas Development,Active,1
23359,31013101750000,1999,45.0,,0.0,42.26656226300048,-79.71128793299965,Gas Development,Inactive,1
65433,31013123390000,1990,0.0,,0.0,42.40699727700047,-79.23642814699963,Gas Development,Active,1
64084,31013116480000,1987,0.0,,4400000000.0,42.205103549000455,-79.46580590299965,Gas Development,Inactive,1
63689,31013185630000,1993,221.0,,3042000000.0,41.20120795700046,-73.88346743599965,Gas Development,Active,1
69173,31013152130000,1991,0.0,,13287000000.0,41.20120795700046,-73.88346743599965,Gas Development,Active,1
92753,31017300020000,2012,0.0,0.0,0.0,42.68703394200003,-75.57094732399997,Gas Development,Active,1
87311,31003604850000,2012,13.0,7.0,0.0,42.06668364500007,-78.16764889199999,Oil Development,Active,1
38861,31013114260000,1992,55.0,,8157000000.0,42.31662335800047,-79.35563933699967,Gas Development,Active,1
35105,31003622700000,2006,9.0,3.0,3000000.0,42.06668364500007,-78.16764889199999,Oil Development,Plugged and Abandoned,1
71123,31009153240000,2010,9.0,176.0,0.0,42.09225112200005,-78.49724749699999,Oil Development,Active,1
17976,31013212140000,1992,91.0,,4174000000.0,42.217001377000486,-79.10806714699964,Gas Development,Active,1
17119,31003674360000,1993,100.0,,1050000000.0,43.000940528000456,-78.19369403499968,Gas Development,Active,1
27618,31037029250000,1993,0.0,,0.0,43.01478113200045,-78.34690983699966,Gas Development,Plugged and Abandoned,1
62556,31013144680000,2009,0.0,0.0,3132000000.0,42.205101900000045,-79.46580628599997,Gas Development,Active,1
11277,31003102910000,2001,0.0,0.0,0.0,42.01271230700007,-78.05476699299999,Oil Development,Active,1
91471,31003243950000,2012,0.0,0.0,0.0,42.088023219000036,-77.78023782399998,Oil Wildcat,Plugged and Abandoned,1
75115,31009170960000,1995,0.0,,4297000000.0,42.239622435000456,-79.05676892799966,Gas Development,Active,1
101511,31003685630000,2013,40.0,4.0,1000000.0,42.06668364500007,-78.16764889199999,Oil Development,Active,1
65661,31013143880000,1995,25.0,,76000000.0,42.159343358000456,-79.59595849699963,Gas Development,Active,1
75718,31013163060000,1998,0.0,,460000000.0,42.205103549000455,-79.46580590299965,Gas Development,Active,1
10628,31009135400000,2007,0.0,0.0,0.0,42.09225112200005,-78.49724749699999,Enhanced Oil Recovery - Injection,Plugged and Abandoned,1
119608,31029258830000,2014,0.0,0.0,1605000000.0,42.496522,-78.914064,Gas Wildcat,Active,1
15917,31013219780000,2003,0.0,0.0,1999000000.0,42.088272181000036,-79.41227952199995,Gas Development,Active,1
5315,31013186490000,1994,0.0,,251000000.0,42.217001377000486,-79.10806714699964,Gas Development,Active,1
70130,31009258630001,2010,333.0,214.0,211000000.0,42.07755349100006,-78.42886750099996,Oil Development,Active,1
100347,31003662120000,2013,0.0,0.0,0.0,42.01271230700007,-78.05476699299999,Oil Development,Shut-In,1
91483,31009635170000,2012,0.0,0.0,0.0,42.10728218400004,-78.64980766599996,Oil Development,Inactive,1
47991,31013150020000,2008,0.0,0.0,0.0,42.205101900000045,-79.46580628599997,Gas Development,Inactive,1
6230,31029108360000,1998,0.0,,0.0,42.6513123040005,-78.55216970499964,Gas Development,Active,1
84623,31029198470000,1990,50.0,,715000000.0,42.59468150000049,-78.94094821499965,Gas Development,Active,1
61558,31009199360000,2009,0.0,0.0,619000000.0,42.49715174800008,-78.38496577399997,Gas Development,Not Reported on AWR,1
14111,31013185710000,1986,33.0,,803000000.0,42.129732772000466,-79.68820686199967,Gas Development,Inactive,1
60235,31013179240000,1991,0.0,,0.0,42.19296008200047,-79.24892957399965,Gas Development,Active,1
98036,31097238370000,2013,0.0,0.0,0.0,41.397879180000075,-74.32243555899998,Gas Wildcat,Shut-In,1
32328,31009186140000,1987,93.0,,59235000000.0,42.41671428500047,-78.97703918699966,Gas Development,Active,1
81831,31029132310000,1994,0.0,,271000000.0,42.66478221800048,-78.88882822399967,Gas Development,Active,1
35267,31013163130000,2002,0.0,0.0,992000000.0,42.37070143700004,-79.13500732899996,Gas Development,Active,1
66897,31009221130000,2010,0.0,35.0,0.0,42.09225112200005,-78.49724749699999,Oil Development,Active,1
53700,31013191410000,1991,0.0,,1808000000.0,42.217001377000486,-79.10806714699964,Gas Development,Active,1
15443,31009211950000,1990,65.0,,40907000000.0,42.41671428500047,-78.97703918699966,Gas Development,Active,1
33544,31003610080000,2001,0.0,0.0,0.0,42.06668364500007,-78.16764889199999,Oil Development,Not Reported on AWR,1
40239,31037161750000,2001,0.0,0.0,0.0,42.99836053700005,-78.43495817099995,Gas Development,Active,1
91594,31013148070000,2012,0.0,0.0,1725000000.0,42.205101900000045,-79.46580628599997,Gas Development,Active,1
31519,31029165120000,1991,5.0,,1915000000.0,42.59375254100047,-79.01745785999964,Gas Development,Active,1
19069,31009226260000,1996,0.0,,0.0,42.41671428500047,-78.97703918699966,Gas Development,Inactive,1
49275,31121183730000,1999,0.0,,1416000000.0,42.533830182000486,-78.42824739199966,Gas Development,Active,1
41734,31013145880000,2000,56.0,,1754000000.0,42.03788189500045,-79.28375662499968,Gas Development,Active,1
23842,31037174700000,1989,0.0,,0.0,42.90205099500048,-78.35201911399963,Gas Development,Active,1
67120,31013159470000,1989,0.0,,2366000000.0,42.01751177700049,-78.34077780999968,Gas Development,Active,1
28985,31037194280000,1989,0.0,,952000000.0,43.12753359900046,-78.45730864099966,Gas Development,Active,1
81502,31013188040000,2011,0.0,0.0,200000000.0,42.37070143700004,-79.13500732899996,Gas Development,Active,1
47521,31013153500000,1991,0.0,,1217000000.0,42.03788189500045,-79.28375662499968,Gas Development,Inactive,1
62969,31013117180000,1988,0.0,,874000000.0,42.31662335800047,-79.35563933699967,Gas Development,Active,1
12906,31013186210000,1990,109.0,,1312000000.0,42.129732772000466,-79.68820686199967,Gas Development,Active,1
53546,31051173120000,2009,45.0,0.0,0.0,43.20406069000006,-76.93921855399998,Gas Development,Shut-In,1
48507,31037260460000,2008,0.0,0.0,2025000000.0,42.90205237400005,-78.35201836199997,Gas Development,Active,1
54119,31013112960000,1987,50.0,,3064000000.0,42.31662335800047,-79.35563933699967,Gas Development,Active,1
96387,31101265050000,2013,104.0,607.0,3278000000.0,42.094842991000064,-77.72058926999995,Oil Development,Inactive,1
19665,31013117150000,1987,0.0,,1880000000.0,42.31662335800047,-79.35563933699967,Gas Development,Active,1
6937,31003217810000,2002,109.0,0.0,20369000000.0,41.26415118600005,-74.45224685199997,Gas Development,Shut-In,1
20799,31009646740000,2003,0.0,0.0,0.0,42.09225112200005,-78.49724749699999,Oil Development,Active,1
74587,31003222580000,2011,3.0,13.0,480000000.0,42.088023219000036,-77.78023782399998,Oil Development,Active,1
4576,31029223830000,2000,0.0,,2107000000.0,42.8488412640005,-78.64054591599967,Gas Development,Active,1
83454,31099239780000,2012,0.0,0.0,10624000000.0,42.81890361500007,-76.80892711999996,Gas Development,Active,1
56862,31037174930000,1999,0.0,,296000000.0,42.90205099500048,-78.35201911399963,Gas Development,Active,1
65994,31037229370000,2010,0.0,0.0,0.0,43.08195387100005,-78.18631657299994,Gas Development,Active,1
3443,31029197100000,1994,0.0,,0.0,42.540873304000456,-78.51533735199968,Gas Development,Active,1
60129,31013234130000,2009,0.0,0.0,5003000000.0,42.037884113000075,-79.28375749399999,Gas Development,Active,1
17507,31003621760000,2001,0.0,0.0,0.0,42.06668364500007,-78.16764889199999,Oil Development,Not Reported on AWR,1
8666,31009166760000,2003,0.0,0.0,0.0,42.09225112200005,-78.49724749699999,Oil Development,Active,1
37754,31009224520000,2006,0.0,0.0,1451000000.0,42.29338104900006,-79.01635929999998,Gas Development,Active,1
16963,31011205030000,2006,24.0,0.0,6532000000.0,42.85856410200006,-76.68352600499998,Gas Development,Active,1
9277,31013152660000,2005,0.0,0.0,3970000000.0,42.32230061700005,-79.57760786799997,Gas Development,Active,1
108862,31013168920000,2014,0.0,0.0,200000000.0,42.159351,-79.595176,Gas Development,Active,1
3106,31037175900000,1994,47.0,,4200000000.0,42.90205099500048,-78.35201911399963,Gas Development,Active,1
25346,31029088620000,1993,0.0,,6292000000.0,42.69834088200048,-78.94540989999967,Gas Development,Active,1
38407,31009241540000,2005,0.0,0.0,0.0,42.09225112200005,-78.49724749699999,Not Listed,Active,1
33184,31101214940000,2007,8.0,20.0,147000000.0,42.094842991000064,-77.72058926999995,Oil Development,Active,1
110977,31003603440000,2014,0.0,0.0,260000000.0,42.012207,-78.060759,Gas Development,Active,1
3184,31051174300000,1988,40.0,,0.0,43.20406110900046,-76.93921900099963,Gas Development,Plugged and Abandoned,1
19880,31013190360000,1989,0.0,,0.0,41.20120795700046,-73.88346743599965,Gas Development,Shut-In,1
64805,31013211500000,1992,0.0,,200000000.0,42.159343358000456,-79.59595849699963,Gas Development,Active,1
65887,31029259450001,2010,510.0,0.0,84000000.0,42.70394110800004,-78.57472793299996,Gas Wildcat,Active,1
10725,31037194930000,2005,0.0,0.0,111000000.0,42.99836053700005,-78.43495817099995,Gas Development,Active,1
69412,31013014600000,1999,0.0,,165000000.0,42.48838573900048,-79.23725606999966,Gas Development,Active,1
125781,31011156620000,2015,0.0,0.0,1509000000.0,42.924099,-76.5588,Gas Extension,Active,1
115979,31009222970000,2014,60.0,875.0,0.0,42.088061,-78.491258,Oil Development,Active,1
34632,31003155080000,2001,41.0,38.0,0.0,42.06668364500007,-78.16764889199999,Oil Development,Active,1
13501,31101214770000,2004,7.0,33.0,205000000.0,42.094842991000064,-77.72058926999995,Oil Development,Active,1
42722,31013113420000,1993,21.0,,1491000000.0,42.31662335800047,-79.35563933699967,Gas Development,Active,1
814,31029166240000,1990,0.0,,1831000000.0,42.69834088200048,-78.94540989999967,Gas Development,Active,1
35044,31013212170000,1995,0.0,,4650000000.0,42.3616243030005,-79.48653777899966,Gas Development,Active,1
49861,31013141610000,1997,0.0,,200000000.0,42.322304303000465,-79.57760707899968,Gas Development,Active,1
126396,31003680230000,2015,0.0,0.0,0.0,42.066701,-78.167667,Oil Development,Not Reported on AWR,1
80060,31013123920000,1999,32.0,,1945000000.0,42.487243753000485,-79.33577835999967,Gas Development,Active,1
100335,31009243200001,2013,47.0,253.0,622000000.0,42.09225112200005,-78.49724749699999,Oil Development,Active,1
43173,31029144600000,1997,0.0,,850000000.0,42.66478221800048,-78.88882822399967,Gas Development,Active,1
104918,31009103190000,2013,1.0,2.0,119000000.0,42.07755349100006,-78.42886750099996,Oil Development,Not Reported on AWR,1
40487,31013162950000,2003,45.0,0.0,844000000.0,42.205101900000045,-79.46580628599997,Gas Development,Active,1
125697,31003665010000,2015,2.0,6.0,1000000.0,42.156405,-77.795231,Oil Development,Active,1
51255,31037043840000,2008,0.0,0.0,0.0,42.90173228100008,-78.25626591699995,Dry Wildcat,Plugged and Abandoned,1
16988,31013664190000,1994,8.0,,2691000000.0,42.40699727700047,-79.23642814699963,Gas Development,Active,1
55332,31121139930000,1997,0.0,,2756000000.0,42.83674245900045,-78.39450561599966,Gas Development,Active,1
85572,31009276720000,2012,14.0,292.0,0.0,42.07755349100006,-78.42886750099996,Oil Development,Active,1
33083,31013181280000,1998,0.0,,1435000000.0,42.217001377000486,-79.10806714699964,Gas Development,Active,1
30370,31029148880000,1993,0.0,,100000000.0,42.96042359900048,-78.52367565699967,Gas Development,Active,1
131954,31013181760000,2015,0.0,0.0,1000000.0,42.194749,-79.250394,Gas Development,Active,1
16892,31029202730000,2001,1.0,0.0,1386000000.0,42.66478299000005,-78.88882867299998,Gas Development,Active,1
68244,31003673780000,1993,0.0,,0.0,42.13506946300049,-78.15111966799964,Oil Development,Inactive,1
109868,31013132010000,2014,1.0,0.0,350000000.0,42.266859,-79.710476,Gas Development,Active,1
75667,31029182660000,1993,0.0,,854000000.0,42.90013055000048,-78.49091643399964,Gas Development,Active,1
29721,31013164920000,2002,0.0,0.0,975000000.0,42.32230061700005,-79.57760786799997,Gas Development,Active,1
94645,31003279460000,2013,23.0,190.0,1000000.0,43.000943515000074,-78.19369206299996,Oil Development,Active,1
65645,31003217600000,2010,3.0,8.0,93000000.0,42.12451389000006,-78.15604994399996,Oil Development,Active,1
56074,31013136200000,1991,0.0,,1932000000.0,42.03788189500045,-79.28375662499968,Gas Development,Active,1
74687,31029147610000,1987,0.0,,0.0,42.59468150000049,-78.94094821499965,Gas Development,Active,1
23071,31009643280000,1999,0.0,,0.0,42.09225282700049,-78.49724943699965,Enhanced Oil Recovery - Injection,Plugged and Abandoned,1
76052,31003190740000,2011,0.0,0.0,1000000.0,42.01271230700007,-78.05476699299999,Oil Development,Plugged and Abandoned,1
32137,31037206410000,2003,30.0,0.0,897000000.0,42.90205237400005,-78.35201836199997,Gas Development,Active,1
108891,31013218450000,2014,100.0,0.0,343000000.0,42.038067,-79.283549,Gas Development,Active,1
62090,31003608520000,2009,1.0,4.0,4000000.0,42.06668364500007,-78.16764889199999,Oil Development,Active,1
41469,31013191940000,2006,0.0,0.0,1194000000.0,42.02320426400007,-79.46875825999996,Gas Development,Not Reported on AWR,1
60025,31029649100000,1998,0.0,,1368000000.0,42.75771390300048,-76.70292830999966,Gas Development,Active,1
50360,31009241050000,2008,52.0,434.0,867000000.0,42.09225112200005,-78.49724749699999,Oil Development,Active,1
39169,31101216520000,2004,5.0,38.0,154000000.0,42.094842991000064,-77.72058926999995,Oil Development,Active,1
33665,31013137750000,1989,3.0,,1412000000.0,42.205103549000455,-79.46580590299965,Gas Development,Active,1
38146,31013148200000,2005,0.0,0.0,0.0,42.088272181000036,-79.41227952199995,Gas Development,Active,1
35668,31037194410000,2007,0.0,0.0,821000000.0,43.127531644000044,-78.45730692899997,Gas Development,Active,1
32435,31037205490000,1999,0.0,,39000000.0,42.91424359000047,-78.19239885099967,Gas Development,Active,1
71495,31037158830000,1988,0.0,,308000000.0,42.90205099500048,-78.35201911399963,Gas Development,Active,1
68226,31013221370000,1995,0.0,,12852000000.0,42.03788189500045,-79.28375662499968,Gas Development,Active,1
23183,31013180800000,2007,5.0,0.0,2200000000.0,42.02320426400007,-79.46875825999996,Gas Development,Active,1
79405,31013251070000,2011,85.0,0.0,3151000000.0,43.245401668000056,-77.61779921199997,Gas Development,Active,1
86162,31013125200000,1992,0.0,,1740000000.0,42.29336363900046,-79.09200686499963,Gas Development,Active,1
42661,31003608860000,2007,3.0,1.0,3000000.0,42.06668364500007,-78.16764889199999,Oil Development,Active,1
110878,31011043890000,2014,0.0,0.0,1664000000.0,42.924099,-76.5588,Gas Development,Active,1
106968,31009130100000,2014,7.0,55.0,0.0,42.023289,-78.628438,Oil Development,Active,1
74795,31013126240000,1991,0.0,,6803000000.0,42.40699727700047,-79.23642814699963,Gas Development,Active,1
68339,31009190570000,2010,1.0,11.0,11000000.0,42.09225112200005,-78.49724749699999,Oil Development,Active,1
48981,31013164910000,1993,52.0,,6927000000.0,42.322304303000465,-79.57760707899968,Gas Development,Active,1
12365,31101083480000,1998,0.0,,7536000000.0,42.33770359400046,-77.31788614299967,Gas Wildcat,Active,1
14668,31037173890000,1997,25.0,,831000000.0,42.90205099500048,-78.35201911399963,Gas Development,Active,1
75499,31013220210000,1994,0.0,,1782000000.0,43.24540427500045,-77.61779716599966,Gas Development,Active,1
10335,31003133140000,2006,1.0,0.0,470000000.0,42.088023219000036,-77.78023782399998,Oil Development,Active,1
122667,31013047940000,2015,6.0,13.0,6000000.0,42.038067,-79.283549,Oil Development,Active,1
73730,31003679610000,2011,0.0,0.0,0.0,42.06668364500007,-78.16764889199999,Oil Development,Not Reported on AWR,1
45630,31013178210000,2008,0.0,0.0,0.0,42.29336326600003,-79.09200808799994,Gas Development,Active,1
103155,31009246320000,2013,41.0,191.0,484000000.0,42.09225112200005,-78.49724749699999,Oil Development,Active,1
36378,31013184760000,2002,0.0,0.0,138000000.0,42.266564318000064,-79.71128695999994,Gas Development,Active,1
48392,31013177760000,1999,0.0,,0.0,42.29336363900046,-79.09200686499963,Gas Development,Active,1
12545,31013121320000,2007,0.0,0.0,1122000000.0,42.36162322700005,-79.48653679199998,Gas Development,Active,1
27563,31123194030000,1993,0.0,,0.0,42.548631009000474,-77.05625897399966,Gas Development,Inactive,1
130264,31003605070000,2015,0.0,0.0,0.0,42.066701,-78.167667,Oil Development,Active,1
50734,31013186480000,2008,0.0,0.0,1258000000.0,42.21700315800007,-79.10806611699996,Gas Development,Active,1
26270,31013124210000,1989,0.0,,9244000000.0,42.40699727700047,-79.23642814699963,Gas Development,Active,1
48306,31013151860000,1993,93.0,,3803000000.0,42.205103549000455,-79.46580590299965,Gas Development,Active,1
64771,31003662750000,2010,1.0,2.0,0.0,42.16025323000008,-77.79311714599999,Oil Development,Active,1
104955,31003607750000,2013,0.0,0.0,5000000.0,42.16025323000008,-77.79311714599999,Oil Development,Active,1
89115,31009086070000,2012,1.0,1.0,1000000.0,42.09225112200005,-78.49724749699999,Oil Development,Active,1
79379,31013176630000,2011,0.0,0.0,0.0,42.037884113000075,-79.28375749399999,Gas Development,Active,1
70756,31013114510000,1988,0.0,,75000000.0,42.40699727700047,-79.23642814699963,Gas Development,Active,1
1607,31013148280000,2006,0.0,0.0,0.0,42.19296057200006,-79.24892953199998,Gas Development,Active,1
32418,31121160760000,2001,0.0,0.0,1136000000.0,42.73724418000006,-78.41924690999997,Gas Development,Active,1
115382,31009203470000,2014,5.0,16.0,0.0,42.023289,-78.628438,Oil Development,Active,1
33155,31009191390000,1989,0.0,,2037000000.0,42.16233121400046,-78.97460960099966,Gas Development,Active,1
42008,31013160840000,1998,0.0,,0.0,42.322304303000465,-79.57760707899968,Gas Development,Inactive,1
17236,31029047580000,1993,0.0,,268000000.0,42.90013055000048,-78.49091643399964,Gas Development,Active,1
33213,31013144990000,1992,0.0,,476000000.0,41.20120795700046,-73.88346743599965,Gas Development,Inactive,1
19598,31013159350000,1995,0.0,,911000000.0,42.01751177700049,-78.34077780999968,Gas Development,Active,1
69549,31037196770000,1986,0.0,,742000000.0,42.901733899000476,-78.25626928699967,Gas Development,Active,1
77858,31037174930000,1995,0.0,,3684000000.0,42.90205099500048,-78.35201911399963,Gas Development,Active,1
10140,31013119010000,1997,3.0,,1218000000.0,42.31662335800047,-79.35563933699967,Gas Development,Active,1
49712,31037021850000,1996,0.0,,0.0,42.87466008700045,-78.02324781999965,Gas Development,Plugged and Abandoned,1
49737,31037196250000,2008,30.0,0.0,2613000000.0,42.99836053700005,-78.18823713399996,Gas Development,Active,1
128592,31013200120000,2015,0.0,0.0,0.0,42.391743,-79.119456,Gas Development,Active,1
74372,31013249030001,2011,155.0,0.0,2050000000.0,42.96356369500006,-75.37938908499996,Gas Development,Active,1
42132,31029219280000,1994,0.0,,3866000000.0,42.96042359900048,-78.52367565699967,Gas Development,Active,1
91982,31009096320000,2012,1.0,4.0,0.0,42.09225112200005,-78.49724749699999,Oil Development,Not Reported on AWR,1
73498,31009220390000,2011,0.0,0.0,314000000.0,42.41671044700007,-78.97703668999998,Gas Development,Active,1
6065,31013119000000,1993,6.0,,1564000000.0,42.31662335800047,-79.35563933699967,Gas Development,Active,1
77606,31037136260000,1993,0.0,,1362000000.0,42.90205099500048,-78.35201911399963,Gas Development,Active,1
54418,31037205290000,1998,40.0,,11709000000.0,43.01478113200045,-78.34690983699966,Gas Development,Active,1
107561,31009628450000,2014,0.0,0.0,0.0,42.088061,-78.491258,Oil Development,Not Reported on AWR,1
51563,31013201450000,1992,225.0,,3540000000.0,42.159343358000456,-79.59595849699963,Gas Development,Active,1
118853,31013278420000,2014,5.0,65.0,0.0,42.038067,-79.283549,Oil Development,Active,1
57531,31013201320000,1992,70.0,,4808000000.0,42.48838573900048,-79.23725606999966,Gas Development,Active,1
57488,31101214340000,2009,356.0,112.0,91000000.0,42.094842991000064,-77.72058926999995,Oil Development,Active,1
16480,31029200010000,2006,0.0,0.0,1245000000.0,42.59375333000003,-79.01745739899997,Gas Development,Active,1
104023,31009245690000,2013,47.0,253.0,622000000.0,42.09225112200005,-78.49724749699999,Oil Development,Active,1
30259,31013172420000,1994,0.0,,1192000000.0,42.29336363900046,-79.09200686499963,Gas Development,Active,1
4833,31013122740000,1988,0.0,,1232000000.0,42.40699727700047,-79.23642814699963,Gas Development,Active,1
90575,31011155020000,2012,0.0,0.0,4748000000.0,42.922942928000055,-76.67442556599997,Gas Wildcat,Active,1
35453,31051161880000,1999,0.0,,854000000.0,42.97387118100045,-77.85328841499967,Gas Development,Active,1
2061,31037161790000,1992,0.0,,684000000.0,42.99836355800045,-78.18823639699963,Gas Development,Active,1
119080,31003655760000,2014,0.0,0.0,0.0,42.012207,-78.060759,Enhanced Oil Recovery - Injection,Inactive,1
79795,31029139550000,2011,50.0,0.0,1410000000.0,42.64988085500005,-79.04095760399997,Gas Development,Active,1
80399,31003183810000,2011,0.0,0.0,0.0,42.06668364500007,-78.16764889199999,Oil Development,Inactive,1
46922,31037204940000,1988,81.0,,6211000000.0,42.90205099500048,-78.35201911399963,Gas Development,Active,1
3545,31037161660000,1993,0.0,,350000000.0,42.90205099500048,-78.35201911399963,Gas Development,Active,1
124050,31009246010000,2015,20.0,117.0,418000000.0,42.088061,-78.491258,Oil Development,Active,1
17366,31013104830000,1990,0.0,,0.0,42.205103549000455,-79.46580590299965,Gas Development,Active,1
116632,31009242100000,2014,44.0,206.0,749000000.0,42.088061,-78.491258,Oil Development,Active,1
69698,31013118740000,1995,29.0,,840000000.0,42.205103549000455,-79.46580590299965,Gas Development,Active,1
96202,31013170310000,2013,50.0,0.0,182000000.0,42.15934185200007,-79.59595990199995,Gas Development,Active,1
33951,31009199570000,1997,0.0,,996000000.0,42.239622435000456,-79.05676892799966,Gas Development,Active,1
22070,31009164110000,1992,0.0,,4783000000.0,42.3847813000005,-78.93615603399968,Gas Development,Active,1
107249,31009245360000,2014,44.0,206.0,749000000.0,42.088061,-78.491258,Oil Development,Active,1
71191,31003166480000,2010,0.0,0.0,0.0,43.000943515000074,-78.19369206299996,Gas Development,Inactive,1
4002,31003071310000,2006,0.0,52.0,0.0,42.088023219000036,-77.78023782399998,Oil Development,Active,1
8310,31029152350000,1999,0.0,,698000000.0,42.76718214500045,-78.74387926899965,Gas Development,Active,1
36168,31013189900000,1998,0.0,,0.0,41.20120795700046,-73.88346743599965,Gas Development,Inactive,1
57544,31037194710000,2009,20.0,0.0,407000000.0,42.90173228100008,-78.25626591699995,Gas Development,Active,1
22758,31009180760000,1991,0.0,,4859000000.0,42.356452499000454,-78.83082631199966,Gas Development,Active,1
125464,31029190970000,2015,5.0,0.0,1515000000.0,42.900146,-78.4922,Gas Development,Active,1
85392,31029223280000,2012,305.0,0.0,200000000.0,42.53582083400005,-78.71790757999997,Gas Development,Active,1
41766,31029187120000,1996,0.0,,4267000000.0,42.53582208600045,-78.71790859699968,Gas Development,Active,1
65977,31013116340000,1993,0.0,,2818000000.0,42.205103549000455,-79.46580590299965,Gas Development,Active,1
60915,31003677170000,2009,0.0,0.0,0.0,42.173332610000045,-77.98390627099997,Enhanced Oil Recovery - Injection,Not Reported on AWR,1
552,31029047580000,1989,0.0,,306000000.0,42.90013055000048,-78.49091643399964,Gas Development,Active,1
97840,31101264980000,2013,272.0,311.0,3819000000.0,42.094842991000064,-77.72058926999995,Oil Development,Active,1
57352,31013176460000,1999,0.0,,1704000000.0,42.29336363900046,-79.09200686499963,Gas Development,Active,1
81305,31013113220000,2011,0.0,0.0,70000000.0,42.487051017000056,-79.23930894099993,Gas Development,Active,1
67864,31003652440000,2010,0.0,0.0,0.0,42.04880286100007,-77.89755657599994,Oil Development,Inactive,1
10911,31029649120000,1995,0.0,,1593000000.0,42.75771390300048,-76.70292830999966,Gas Development,Active,1
99479,31013200090000,2013,1.0,2.0,1000000.0,42.037884113000075,-79.28375749399999,Oil Development,Active,1
15415,31013198140000,2002,0.0,0.0,0.0,42.195143433000055,-79.38579622199995,Oil Wildcat,Active,1
4033,31013130210000,2003,0.0,0.0,2824000000.0,42.266564318000064,-79.71128695999994,Gas Development,Active,1
42290,31013176280000,1989,4.0,,2133000000.0,42.8744233810005,-78.85339824199963,Gas Development,Active,1
97396,31013220210000,2013,6.0,0.0,1787000000.0,43.245401668000056,-77.61779921199997,Gas Development,Active,1
42323,31013167270000,2005,80.0,0.0,1969000000.0,42.195143433000055,-79.38579622199995,Gas Development,Active,1
9130,31009666150000,2007,0.0,33.0,0.0,42.07755349100006,-78.42886750099996,Oil Development,Active,1
30567,31013118910000,2001,0.0,0.0,351000000.0,42.31662340100007,-79.35563629099994,Gas Development,Active,1
49914,31029146670000,1990,0.0,,1000000000.0,42.71606257200045,-78.83210809599967,Gas Development,Active,1
14875,31003652920000,2001,0.0,0.0,0.0,42.06668364500007,-78.16764889199999,Oil Development,Inactive,1
1183,31037194790000,1993,0.0,,3502000000.0,42.90205099500048,-78.35201911399963,Gas Development,Active,1
113442,31013201190000,2014,90.0,0.0,1962000000.0,42.074924,-79.486378,Gas Development,Active,1
85534,31009053750000,2012,0.0,0.0,781000000.0,42.356452826000066,-78.83082948999999,Gas Wildcat,Active,1
127617,31037029300000,2015,0.0,0.0,724000000.0,42.997549,-78.435048,Gas Development,Permit Issued,1
66257,31013179330000,1996,0.0,,571000000.0,42.8744233810005,-78.85339824199963,Gas Development,Active,1
111767,31121168870000,2014,7.0,0.0,816000000.0,42.837023,-78.397809,Gas Development,Active,1
12435,31013150080000,1992,0.0,,0.0,42.205103549000455,-79.46580590299965,Gas Development,Active,1
71881,31013225140000,2010,0.0,0.0,4016000000.0,42.02716097700005,-79.20258709099994,Gas Development,Active,1
105183,31013122860000,2013,0.0,0.0,390000000.0,42.403124252000055,-79.23637919499998,Gas Development,Active,1
108784,31029018160000,2014,0.0,0.0,694000000.0,42.900146,-78.4922,Gas Development,Active,1
11220,31003698150000,2007,0.0,0.0,0.0,42.54430331400005,-73.98277623299998,Oil Development,Inactive,1
126355,31003639170000,2015,0.0,0.0,0.0,42.066701,-78.167667,Enhanced Oil Recovery - Injection,Inactive,1
21538,31037173910000,1993,0.0,,16525000000.0,43.08145184600045,-77.94358953699964,Gas Wildcat,Active,1
19239,31123229410101,2006,0.0,0.0,0.0,44.451772221000056,-74.80180685099998,Gas Wildcat,Plugged Back,1
63165,31029189660000,1990,0.0,,6197000000.0,42.96042359900048,-78.52367565699967,Gas Development,Active,1
48236,31013123520000,1998,0.0,,1505000000.0,42.40699727700047,-79.23642814699963,Gas Development,Active,1
117493,31013154500000,2014,0.0,0.0,1475000000.0,42.159868,-79.393216,Oil Development,Active,1
86187,31013107710000,1988,14.0,,4481000000.0,42.129732772000466,-79.68820686199967,Gas Development,Active,1
51000,31037216210000,1998,0.0,,7750000000.0,43.01478113200045,-78.34690983699966,Gas Development,Active,1
74681,31009223080000,1995,0.0,,4560000000.0,42.29338150400048,-79.01635918699964,Gas Development,Active,1
