,symbol,date,open,high,low,close,volume
4052,AAPL,2003-11-25,21.23,21.25,20.614,20.68,4797400
4053,AAPL,2003-11-24,20.5,21.27,20.45,21.15,6818300
4054,AAPL,2003-11-21,20.34,20.58,19.85,20.28,4318500
4055,AAPL,2003-11-20,20.1,21.08,20.1,20.375,4278400
4056,AAPL,2003-11-19,20.56,20.65,20.26,20.4199,6153300
4057,AAPL,2003-11-18,21.21,21.34,20.35,20.41,4771300
4058,AAPL,2003-11-17,21.35,21.37,20.95,21.13,4076000
4059,AAPL,2003-11-14,22.48,22.61,21.28,21.46,4233000
4060,AAPL,2003-11-13,22.07,22.56,21.92,22.42,3799500
4061,AAPL,2003-11-12,21.48,22.72,21.48,22.33,5357200
4062,AAPL,2003-11-11,21.9,22.02,21.48,21.54,3840600
4063,AAPL,2003-11-10,22.45,22.65,21.84,21.9,4183500
4064,AAPL,2003-11-07,23.19,23.24,22.45,22.5,3752600
4065,AAPL,2003-11-06,22.91,23.15,22.65,23.12,7090600
4066,AAPL,2003-11-05,22.82,23.13,22.47,23.03,5758400
4067,AAPL,2003-11-04,23.07,23.1,22.59,22.91,4450600
4068,AAPL,2003-11-03,22.83,23.3,22.78,23.15,5407900
4069,AAPL,2003-10-31,23.3,23.35,22.78,22.89,3895600
4070,AAPL,2003-10-30,23.99,24.0,22.87,23.09,4652800
4071,AAPL,2003-10-29,23.51,23.9,23.34,23.69,4769300
4072,AAPL,2003-10-28,22.56,23.77,22.4,23.72,4494900
4073,AAPL,2003-10-27,22.75,22.89,22.49,22.6,2893100
4074,AAPL,2003-10-24,22.56,22.85,22.23,22.6,3926000
4075,AAPL,2003-10-23,22.73,23.15,22.59,22.99,2950200
4076,AAPL,2003-10-22,22.94,23.2,22.68,22.76,2885700
4077,AAPL,2003-10-21,23.31,23.4,22.75,23.18,3151100
4078,AAPL,2003-10-20,22.6,23.34,22.38,23.22,4984500
4079,AAPL,2003-10-17,23.38,23.49,22.43,22.75,6425200
4080,AAPL,2003-10-16,23.8,23.84,22.41,23.25,17422900
4081,AAPL,2003-10-15,24.85,25.011,24.581,24.82,10894700
4082,AAPL,2003-10-14,24.32,24.74,24.188000000000002,24.55,4918200
4083,AAPL,2003-10-13,23.73,24.41,23.72,24.35,4997600
4084,AAPL,2003-10-10,23.5,23.81,23.37,23.68,3122100
4085,AAPL,2003-10-09,23.3,23.67,22.79,23.45,6209800
4086,AAPL,2003-10-08,23.25,23.54,22.73,23.06,7654800
4087,AAPL,2003-10-07,22.05,23.41,21.91,23.22,7467400
4088,AAPL,2003-10-06,21.67,22.33,21.58,22.29,4791600
4089,AAPL,2003-10-03,20.99,21.86,20.88,21.69,5350000
4090,AAPL,2003-10-02,20.8,20.8,20.28,20.57,3643900
4091,AAPL,2003-10-01,20.75,21.1,20.19,20.79,4216300
4092,AAPL,2003-09-30,21.09,21.22,20.44,20.72,5096900
4093,AAPL,2003-09-29,21.49,21.67,20.65,21.3,6530400
4094,AAPL,2003-09-26,20.3,21.42,20.149,20.69,6200900
4095,AAPL,2003-09-25,21.34,21.37,20.25,20.43,10256800
4096,AAPL,2003-09-24,22.21,22.31,21.0824,21.32,5380100
4097,AAPL,2003-09-23,22.02,22.46,21.88,22.43,2365200
4098,AAPL,2003-09-22,22.18,22.5,21.92,22.08,3211100
4099,AAPL,2003-09-19,22.88,23.05,22.43,22.58,3677800
4100,AAPL,2003-09-18,22.1,22.99,21.95,22.88,4516200
4101,AAPL,2003-09-17,22.37,22.38,21.855,22.12,5167800
4102,AAPL,2003-09-16,22.21,22.695,22.2,22.36,4803700
4103,AAPL,2003-09-15,22.81,22.9,22.12,22.21,4050800
4104,AAPL,2003-09-12,22.47,23.14,22.31,23.1,3214100
4105,AAPL,2003-09-11,22.25,22.79,22.1,22.56,3815800
4106,AAPL,2003-09-10,22.25,22.61,22.11,22.18,4015900
4107,AAPL,2003-09-09,22.53,22.67,22.12,22.37,3220900
4108,AAPL,2003-09-08,22.48,22.79,22.47,22.74,2986500
4109,AAPL,2003-09-05,22.73,23.15,22.41,22.5,4288100
4110,AAPL,2003-09-04,23.16,23.25,22.77,22.83,3567500
4111,AAPL,2003-09-03,22.8,23.32,22.76,22.95,4800500
4112,AAPL,2003-09-02,22.66,22.9,22.4,22.85,4323800
4113,AAPL,2003-08-29,22.2,22.85,22.049,22.61,4699200
4114,AAPL,2003-08-28,21.33,22.22,21.33,22.19,5707600
4115,AAPL,2003-08-27,20.91,21.48,20.66,21.48,4030400
4116,AAPL,2003-08-26,20.75,21.07,20.35,21.05,2945700
4117,AAPL,2003-08-25,20.78,20.91,20.49,20.86,2460400
4118,AAPL,2003-08-22,21.81,22.0,20.636,20.88,4469000
4119,AAPL,2003-08-21,21.03,21.706999999999997,20.95,21.68,4559400
4120,AAPL,2003-08-20,20.18,21.27,20.14,21.01,4878800
4121,AAPL,2003-08-19,20.37,20.45,20.0,20.32,2387300
4122,AAPL,2003-08-18,19.86,20.41,19.72,20.34,3442400
4123,AAPL,2003-08-15,20.02,20.07,19.66,19.71,2247600
4124,AAPL,2003-08-14,20.21,20.33,19.94,19.97,3442500
4125,AAPL,2003-08-13,19.86,20.34,19.58,20.18,5073200
4126,AAPL,2003-08-12,19.76,19.8,19.46,19.7,2936400
4127,AAPL,2003-08-11,19.82,19.93,19.51,19.66,2450500
4128,AAPL,2003-08-08,20.11,20.13,19.6,19.64,2458200
4129,AAPL,2003-08-07,19.73,20.09,19.42,19.93,3113900
4130,AAPL,2003-08-06,20.06,20.17,19.5,19.63,4383300
4131,AAPL,2003-08-05,21.35,21.4,20.1,20.38,4454300
4132,AAPL,2003-08-04,20.53,21.5,20.28,21.21,4109200
4133,AAPL,2003-08-01,21.0,21.27,20.64,20.73,2671500
4134,AAPL,2003-07-31,20.74,21.35,20.57,21.08,5383300
4135,AAPL,2003-07-30,20.77,20.9,20.17,20.28,3099900
4136,AAPL,2003-07-29,20.99,21.08,20.52,20.72,3520000
4137,AAPL,2003-07-28,21.5,21.505,20.86,20.99,3042100
4138,AAPL,2003-07-25,20.41,21.57,20.4,21.54,3869400
4139,AAPL,2003-07-24,21.04,21.5,20.38,20.51,4093500
4140,AAPL,2003-07-23,20.95,20.96,20.46,20.79,2554200
4141,AAPL,2003-07-22,20.87,20.96,20.5,20.8,3543300
4142,AAPL,2003-07-21,20.69,20.8,20.2999,20.61,3282300
4143,AAPL,2003-07-18,20.9,21.18,20.4,20.859,5336400
4144,AAPL,2003-07-17,20.19,20.95,20.13,20.9,13414500
4145,AAPL,2003-07-16,19.97,20.0,19.38,19.87,4480900
4146,AAPL,2003-07-15,20.02,20.24,19.43,19.61,3690100
4147,AAPL,2003-07-14,20.01,20.4,19.87,19.9,3364400
4148,AAPL,2003-07-11,19.66,20.0,19.531,19.85,2443900
4149,AAPL,2003-07-10,19.91,19.94,19.37,19.58,3052400
4150,AAPL,2003-07-09,20.21,20.45,19.885,19.89,3815100
4151,AAPL,2003-07-08,19.52,20.5,19.49,20.4,4584600
4152,AAPL,2003-07-07,19.27,20.18,19.13,19.87,5112000
4153,AAPL,2003-07-03,19.0,19.55,18.98,19.13,2460200
4154,AAPL,2003-07-02,19.03,19.4,19.02,19.27,5808900
4155,AAPL,2003-07-01,18.87,19.18,18.51,19.09,3232000
4156,AAPL,2003-06-30,18.68,19.21,18.59,19.06,3967000
4157,AAPL,2003-06-27,19.3,19.31,18.48,18.73,6532000
4158,AAPL,2003-06-26,18.7,19.32,18.7,19.29,2887600
4159,AAPL,2003-06-25,18.86,19.4,18.71,19.09,5889500
4160,AAPL,2003-06-24,19.47,19.67,18.72,18.78,9185400
4161,AAPL,2003-06-23,19.301,19.69,18.75,19.06,5488600
4162,AAPL,2003-06-20,19.35,19.58,18.9,19.2,6366900
4163,AAPL,2003-06-19,19.35,19.61,18.77,19.14,6813000
4164,AAPL,2003-06-18,18.45,19.48,18.309,19.12,8124700
4165,AAPL,2003-06-17,18.41,18.5,17.99,18.19,3169000
4166,AAPL,2003-06-16,17.6,18.27,17.45,18.27,4259400
4167,AAPL,2003-06-13,17.75,17.95,17.13,17.42,3415100
4168,AAPL,2003-06-12,17.55,17.88,17.45,17.77,4510500
4169,AAPL,2003-06-11,17.15,17.51,16.814,17.45,4019900
4170,AAPL,2003-06-10,16.89,17.29,16.75,17.18,3154400
4171,AAPL,2003-06-09,16.94,17.04,16.63,16.79,4642000
4172,AAPL,2003-06-06,17.74,18.04,17.14,17.15,4310500
4173,AAPL,2003-06-05,17.45,17.74,17.33,17.64,3669600
4174,AAPL,2003-06-04,17.3,17.79,17.14,17.6,4842900
4175,AAPL,2003-06-03,17.44,17.67,17.02,17.31,6443900
4176,AAPL,2003-06-02,18.1,18.29,17.27,17.45,7474800
4177,AAPL,2003-05-30,18.12,18.18,17.53,17.95,6834800
4178,AAPL,2003-05-29,18.29,18.5,17.9,18.1,5960100
4179,AAPL,2003-05-28,18.5,18.655,18.15,18.28,6065700
4180,AAPL,2003-05-27,17.96,18.9,17.91,18.88,5180900
4181,AAPL,2003-05-23,18.21,18.46,17.96,18.32,3691400
4182,AAPL,2003-05-22,17.89,18.4,17.74,18.24,3186800
4183,AAPL,2003-05-21,17.79,18.09,17.67,17.85,5446600
4184,AAPL,2003-05-20,18.1,18.16,17.6,17.79,7432500
4185,AAPL,2003-05-19,18.53,18.65,18.06,18.1,7962300
4186,AAPL,2003-05-16,18.59,19.0,18.28,18.8,6100500
4187,AAPL,2003-05-15,18.6,18.85,18.47,18.73,5089200
4188,AAPL,2003-05-14,18.83,18.84,18.43,18.55,6348000
4189,AAPL,2003-05-13,18.43,18.97,17.95,18.67,7978500
4190,AAPL,2003-05-12,18.15,18.74,18.13,18.56,7488800
4191,AAPL,2003-05-09,18.33,18.4,17.88,18.3,10506900
4192,AAPL,2003-05-08,17.7,18.07,17.299,18.0,12281000
4193,AAPL,2003-05-07,17.33,18.24,17.11,17.65,18828200
4194,AAPL,2003-05-06,16.12,17.9,16.108,17.5,27044500
4195,AAPL,2003-05-05,14.77,16.88,14.75,16.09,27780500
4196,AAPL,2003-05-02,14.46,14.59,14.34,14.45,5735400
4197,AAPL,2003-05-01,14.25,14.39,14.0,14.36,6120700
4198,AAPL,2003-04-30,13.93,14.35,13.85,14.22,8181700
4199,AAPL,2003-04-29,13.98,14.16,13.58,14.06,8182800
4200,AAPL,2003-04-28,13.48,13.96,13.43,13.86,11371400
4201,AAPL,2003-04-25,13.46,13.58,13.23,13.35,3666400
4202,AAPL,2003-04-24,13.52,13.61,13.0,13.44,5805500
4203,AAPL,2003-04-23,13.53,13.63,13.37,13.58,3744300
4204,AAPL,2003-04-22,13.18,13.62,13.09,13.51,5367300
4205,AAPL,2003-04-21,13.13,13.19,12.98,13.14,2720000
4206,AAPL,2003-04-17,13.2,13.25,12.72,13.12,11004600
4207,AAPL,2003-04-16,12.99,13.67,12.92,13.24,18146000
4208,AAPL,2003-04-15,13.59,13.6,13.3,13.39,5428000
4209,AAPL,2003-04-14,13.71,13.75,13.5,13.58,8981400
4210,AAPL,2003-04-11,14.05,14.44,12.93,13.2,24869800
4211,AAPL,2003-04-10,14.2,14.39,14.2,14.37,1912500
4212,AAPL,2003-04-09,14.52,14.62,14.14,14.19,2620100
4213,AAPL,2003-04-08,14.51,14.65,14.3642,14.45,2302400
4214,AAPL,2003-04-07,14.85,14.95,14.41,14.49,3515400
4215,AAPL,2003-04-04,14.52,14.67,14.39,14.41,2607500
4216,AAPL,2003-04-03,14.55,14.7,14.35,14.46,2602000
4217,AAPL,2003-04-02,14.36,14.69,14.2675,14.6,3060200
4218,AAPL,2003-04-01,14.2,14.31,14.07,14.16,2756100
4219,AAPL,2003-03-31,14.34,14.53,14.04,14.14,4583200
4220,AAPL,2003-03-28,14.4,14.62,14.37,14.57,2594700
4221,AAPL,2003-03-27,14.32,14.7,14.32,14.49,2185600
4222,AAPL,2003-03-26,14.55,14.56,14.3,14.41,3184700
4223,AAPL,2003-03-25,14.41,14.83,14.37,14.55,2994600
4224,AAPL,2003-03-24,14.67,14.8,14.35,14.37,2876800
4225,AAPL,2003-03-21,15.09,15.15,14.82,15.0,5320500
4226,AAPL,2003-03-20,14.93,14.99,14.6,14.91,2913900
4227,AAPL,2003-03-19,15.07,15.15,14.79,14.95,2523500
4228,AAPL,2003-03-18,15.0,15.09,14.82,15.0,4106800
4229,AAPL,2003-03-17,14.89,15.07,14.71,15.01,7141300
4230,AAPL,2003-03-14,14.68,15.01,14.64,14.78,2733900
4231,AAPL,2003-03-13,14.47,14.8,14.17,14.72,5990100
4232,AAPL,2003-03-12,14.17,14.39,14.06,14.22,3974300
4233,AAPL,2003-03-11,14.36,14.49,14.12,14.23,2878400
4234,AAPL,2003-03-10,14.51,14.67,14.3,14.37,2403100
4235,AAPL,2003-03-07,14.47,14.71,14.31,14.53,3589000
4236,AAPL,2003-03-06,14.58,14.6,14.4,14.56,1783200
4237,AAPL,2003-03-05,14.61,14.8,14.52,14.62,2262200
4238,AAPL,2003-03-04,14.74,14.81,14.44,14.56,2257400
4239,AAPL,2003-03-03,15.01,15.16,14.55,14.65,3638600
4240,AAPL,2003-02-28,14.86,15.09,14.77,15.01,3483900
4241,AAPL,2003-02-27,14.57,15.0,14.51,14.86,2756100
4242,AAPL,2003-02-26,14.99,15.02,14.48,14.5,3876700
4243,AAPL,2003-02-25,14.68,15.08,14.59,15.02,3368600
4244,AAPL,2003-02-24,14.86,15.03,13.8,14.74,3218800
4245,AAPL,2003-02-21,14.82,15.06,14.65,15.0,2811500
4246,AAPL,2003-02-20,14.85,14.96,14.71,14.77,4006300
4247,AAPL,2003-02-19,15.07,15.15,14.68,14.85,4292300
4248,AAPL,2003-02-18,14.75,15.3,14.72,15.27,5194600
4249,AAPL,2003-02-14,14.61,14.72,14.35,14.67,4344600
4250,AAPL,2003-02-13,14.41,14.64,14.24,14.54,3723100
4251,AAPL,2003-02-12,14.27,14.6,14.27,14.39,4083700
4252,AAPL,2003-02-11,14.5,14.63,14.2,14.35,2942500
4253,AAPL,2003-02-10,14.26,14.57,14.06,14.35,2998000
4254,AAPL,2003-02-07,14.55,14.6,14.07,14.15,4816100
4255,AAPL,2003-02-06,14.36,14.59,14.22,14.43,3199100
4256,AAPL,2003-02-05,14.71,14.93,14.45,14.45,3957400
4257,AAPL,2003-02-04,14.45,14.65,14.31,14.6,5668100
4258,AAPL,2003-02-03,14.41,14.91,14.35,14.66,4728300
4259,AAPL,2003-01-31,14.19,14.55,14.05,14.36,6093300
4260,AAPL,2003-01-30,14.98,15.07,14.29,14.32,7268900
4261,AAPL,2003-01-29,14.24,14.69,14.16,14.58,6661500
4262,AAPL,2003-01-28,14.24,14.69,14.16,14.58,5111700
4263,AAPL,2003-01-27,13.68,14.5,13.65,14.13,6989400
4264,AAPL,2003-01-24,14.24,14.24,13.56,13.8,5454800
4265,AAPL,2003-01-23,14.05,14.36,13.95,14.17,4076000
4266,AAPL,2003-01-22,13.98,14.15,13.8,13.88,3841800
4267,AAPL,2003-01-21,14.21,14.41,14.0,14.02,4526000
4268,AAPL,2003-01-17,14.56,14.56,14.08,14.1,4763600
4269,AAPL,2003-01-16,14.21,14.76,14.21,14.62,9983400
4270,AAPL,2003-01-15,14.59,14.7,14.26,14.43,6627300
4271,AAPL,2003-01-14,14.69,14.82,14.49,14.61,3336800
4272,AAPL,2003-01-13,14.9,14.9,14.36,14.63,3195400
4273,AAPL,2003-01-10,14.58,14.82,14.49,14.72,3126800
4274,AAPL,2003-01-09,14.62,14.92,14.5,14.68,3843800
4275,AAPL,2003-01-08,14.58,14.71,14.44,14.55,4100800
4276,AAPL,2003-01-07,14.79,15.0,14.47,14.85,6113300
4277,AAPL,2003-01-06,15.03,15.38,14.88,14.9,6973800
4278,AAPL,2003-01-03,14.8,14.93,14.59,14.9,2633100
4279,AAPL,2003-01-02,14.36,14.92,14.35,14.8,3239800
4280,AAPL,2002-12-31,14.0,14.36,13.95,14.33,3584400
4281,AAPL,2002-12-30,14.08,14.15,13.84,14.07,2768600
4282,AAPL,2002-12-27,14.31,14.38,14.01,14.06,1429200
4283,AAPL,2002-12-26,14.42,14.81,14.28,14.4,1525400
4284,AAPL,2002-12-24,14.44,14.47,14.3,14.36,702500
4285,AAPL,2002-12-23,14.16,14.55,14.12,14.49,2246900
4286,AAPL,2002-12-20,14.29,14.56,13.78,14.14,5680300
4287,AAPL,2002-12-19,14.53,14.92,14.1,14.2,6205700
4288,AAPL,2002-12-18,14.8,14.86,14.5,14.57,2691100
4289,AAPL,2002-12-17,14.85,15.19,14.66,15.08,3976100
4290,AAPL,2002-12-16,14.81,15.1,14.61,14.85,4493300
4291,AAPL,2002-12-13,15.14,15.15,14.65,14.79,2942500
4292,AAPL,2002-12-12,15.51,15.55,15.01,15.19,2666800
4293,AAPL,2002-12-11,15.3,15.49,15.08,15.49,4526800
4294,AAPL,2002-12-10,14.75,15.45,14.73,15.28,5510900
4295,AAPL,2002-12-09,14.94,14.95,14.67,14.75,4215800
4296,AAPL,2002-12-06,14.65,15.19,14.52,14.95,4381400
4297,AAPL,2002-12-05,15.03,15.08,14.53,14.63,4346400
4298,AAPL,2002-12-04,15.18,15.19,14.5,14.97,5817100
4299,AAPL,2002-12-03,15.2,15.34,15.1,15.16,4069100
4300,AAPL,2002-12-02,15.9,16.1,15.01,15.18,7120400
4301,AAPL,2002-11-29,15.79,15.88,15.42,15.5,2561300
4302,AAPL,2002-11-27,15.6,15.86,15.45,15.72,5121400
4303,AAPL,2002-11-26,15.85,15.9,15.27,15.41,4290400
4304,AAPL,2002-11-25,16.03,16.14,15.71,15.97,3561200
4305,AAPL,2002-11-22,16.09,16.31,15.9,16.01,4068900
4306,AAPL,2002-11-21,15.9,16.44,15.75,16.35,7472900
4307,AAPL,2002-11-20,15.3,15.7,15.25,15.53,3727500
4308,AAPL,2002-11-19,15.55,15.75,15.01,15.27,3767000
4309,AAPL,2002-11-18,16.19,16.2,15.52,15.65,2938900
4310,AAPL,2002-11-15,16.23,16.24,15.76,15.95,2874900
4311,AAPL,2002-11-14,15.9,16.41,15.78,16.3,2530600
4312,AAPL,2002-11-13,15.5,16.07,15.28,15.59,4138200
4313,AAPL,2002-11-12,15.32,16.04,15.28,15.64,3996300
4314,AAPL,2002-11-11,15.75,15.89,15.12,15.16,2731700
4315,AAPL,2002-11-08,16.01,16.2,15.52,15.84,3394000
4316,AAPL,2002-11-07,16.94,17.1,15.81,16.0,6003200
4317,AAPL,2002-11-06,17.08,17.32,16.7,17.22,3864100
4318,AAPL,2002-11-05,16.75,16.97,16.35,16.9,3762400
4319,AAPL,2002-11-04,16.5,17.38,16.35,16.89,6728900
4320,AAPL,2002-11-01,15.94,16.5,15.89,16.36,3389800
4321,AAPL,2002-10-31,15.99,16.44,15.92,16.07,5282800
4322,AAPL,2002-10-30,15.55,16.37,15.48,15.98,4833500
4323,AAPL,2002-10-29,15.57,15.88,14.96,15.44,4628200
4324,AAPL,2002-10-28,15.55,15.95,15.25,15.61,6237500
4325,AAPL,2002-10-25,14.69,15.45,14.59,15.42,4983400
4326,AAPL,2002-10-24,15.02,15.21,14.55,14.69,3120500
4327,AAPL,2002-10-23,14.63,14.98,14.5,14.88,3732800
4328,AAPL,2002-10-22,14.47,14.88,14.26,14.7,3895500
4329,AAPL,2002-10-21,14.26,14.63,14.0,14.56,4259300
4330,AAPL,2002-10-18,14.0,14.35,13.93,14.34,5148200
4331,AAPL,2002-10-17,14.21,14.39,13.98,14.11,8380300
4332,AAPL,2002-10-16,14.86,15.13,14.46,14.56,5493300
4333,AAPL,2002-10-15,15.22,15.25,14.78,15.16,7241400
4334,AAPL,2002-10-14,14.55,14.98,14.44,14.77,3471500
4335,AAPL,2002-10-11,14.25,14.78,14.1,14.51,5262100
4336,AAPL,2002-10-10,13.63,14.22,13.58,14.12,5742400
4337,AAPL,2002-10-09,13.54,13.85,13.41,13.6,6369400
4338,AAPL,2002-10-08,13.9,13.96,13.36,13.69,8100800
4339,AAPL,2002-10-07,13.97,14.21,13.76,13.77,4369600
4340,AAPL,2002-10-04,14.36,14.4,14.0,14.03,3407600
4341,AAPL,2002-10-03,14.18,14.6,14.06,14.3,3891000
4342,AAPL,2002-10-02,14.33,14.63,14.1,14.17,4095500
4343,AAPL,2002-10-01,14.59,14.6,14.0,14.51,6114700
4344,AAPL,2002-09-30,14.4,14.57,14.14,14.5,4244600
4345,AAPL,2002-09-27,14.49,14.85,14.48,14.72,3681300
4346,AAPL,2002-09-26,15.1,15.19,14.55,14.7,3725800
4347,AAPL,2002-09-25,14.69,15.17,14.65,14.93,4547900
4348,AAPL,2002-09-24,14.4,14.82,14.4,14.64,4476100
4349,AAPL,2002-09-23,14.76,14.96,14.45,14.85,4709100
4350,AAPL,2002-09-20,14.62,14.94,14.52,14.87,6299800
4351,AAPL,2002-09-19,14.75,14.8,14.48,14.58,3677600
4352,AAPL,2002-09-18,14.69,15.09,14.52,15.02,5868600
4353,AAPL,2002-09-17,14.57,15.03,14.57,14.8,7642800
4354,AAPL,2002-09-16,14.14,14.61,14.12,14.5,5118600
4355,AAPL,2002-09-13,14.13,14.34,14.05,14.17,5052700
4356,AAPL,2002-09-12,14.2,14.51,14.12,14.14,4818400
4357,AAPL,2002-09-11,14.34,14.6,14.15,14.29,3614500
4358,AAPL,2002-09-10,14.41,14.5,14.12,14.33,4454800
4359,AAPL,2002-09-09,14.28,14.53,14.15,14.37,2825800
4360,AAPL,2002-09-06,14.51,14.65,14.23,14.38,3242700
4361,AAPL,2002-09-05,14.22,14.36,14.05,14.18,4038900
4362,AAPL,2002-09-04,14.2,14.78,14.17,14.48,7511800
4363,AAPL,2002-09-03,14.49,14.55,14.05,14.05,4945300
4364,AAPL,2002-08-30,14.73,15.14,14.58,14.75,3455700
4365,AAPL,2002-08-29,14.65,15.08,14.51,14.7,2931600
4366,AAPL,2002-08-28,14.8,15.12,14.65,14.7,4428100
4367,AAPL,2002-08-27,15.71,15.74,14.71,14.85,4682700
4368,AAPL,2002-08-26,15.95,15.95,15.16,15.53,3392300
4369,AAPL,2002-08-23,15.9,15.93,15.45,15.73,2915100
4370,AAPL,2002-08-22,16.2,16.25,15.66,15.97,4612700
4371,AAPL,2002-08-21,16.01,16.24,15.45,16.12,3614800
4372,AAPL,2002-08-20,15.97,16.09,15.53,15.91,3332600
4373,AAPL,2002-08-19,15.78,16.25,15.72,15.98,3867100
4374,AAPL,2002-08-16,15.45,16.1,15.28,15.81,4379000
4375,AAPL,2002-08-15,15.25,15.75,15.01,15.61,5751400
4376,AAPL,2002-08-14,14.67,15.35,14.54,15.17,7126500
4377,AAPL,2002-08-13,14.9,15.21,14.55,14.59,4819100
4378,AAPL,2002-08-12,14.9,15.02,14.69,14.99,3210100
4379,AAPL,2002-08-09,15.25,15.25,14.75,15.0,3673500
4380,AAPL,2002-08-08,14.77,15.38,14.77,15.3,4059800
4381,AAPL,2002-08-07,15.09,15.36,14.35,15.03,5954900
4382,AAPL,2002-08-06,14.21,15.23,14.08,14.74,4858100
4383,AAPL,2002-08-05,14.51,14.7,13.97,13.99,3643300
4384,AAPL,2002-08-02,14.74,15.0,14.25,14.45,3197500
4385,AAPL,2002-08-01,15.11,15.42,14.73,14.8,4088500
4386,AAPL,2002-07-31,15.4,15.42,14.9,15.26,5548200
4387,AAPL,2002-07-30,14.85,15.51,14.56,15.43,6336400
4388,AAPL,2002-07-29,14.48,15.1,14.37,15.02,4910000
4389,AAPL,2002-07-26,14.46,14.53,13.8,14.34,3709000
4390,AAPL,2002-07-25,14.93,14.95,14.01,14.36,8559900
4391,AAPL,2002-07-24,14.33,15.22,14.25,15.2,7260600
4392,AAPL,2002-07-23,14.9,15.13,14.44,14.47,7140900
4393,AAPL,2002-07-22,14.75,15.19,14.61,14.92,7694600
4394,AAPL,2002-07-19,14.7,15.17,14.53,14.96,6878700
4395,AAPL,2002-07-18,15.5,15.56,14.75,14.99,9990400
4396,AAPL,2002-07-17,16.13,16.2,15.19,15.63,21705100
4397,AAPL,2002-07-16,18.15,18.57,17.61,17.86,7978000
4398,AAPL,2002-07-15,17.43,18.6,16.81,18.23,5285600
4399,AAPL,2002-07-12,18.55,18.79,17.26,17.5,7919500
4400,AAPL,2002-07-11,17.26,18.35,16.97,18.3,6672800
4401,AAPL,2002-07-10,17.71,18.17,17.25,17.32,3694300
4402,AAPL,2002-07-09,18.09,18.29,17.46,17.53,4049100
4403,AAPL,2002-07-08,18.52,18.61,17.68,18.01,3771500
4404,AAPL,2002-07-05,17.71,18.75,17.71,18.74,2886600
4405,AAPL,2002-07-03,16.81,17.68,16.75,17.55,3554100
4406,AAPL,2002-07-02,17.03,17.16,16.83,16.94,5449800
4407,AAPL,2002-07-01,17.71,17.88,17.05,17.06,3976600
4408,AAPL,2002-06-28,17.1,17.82,17.0,17.72,4818900
4409,AAPL,2002-06-27,16.79,17.27,16.42,17.06,4493900
4410,AAPL,2002-06-26,16.8,17.29,15.98,16.55,9981300
4411,AAPL,2002-06-25,17.4,17.68,16.86,17.14,5378600
4412,AAPL,2002-06-24,16.77,17.73,16.7,17.27,7713100
4413,AAPL,2002-06-21,16.97,17.49,16.79,16.85,7949600
4414,AAPL,2002-06-20,17.17,17.6,16.85,17.11,7082800
4415,AAPL,2002-06-19,17.37,17.6,16.88,17.12,30526200
4416,AAPL,2002-06-18,20.42,20.59,19.98,20.15,6310000
4417,AAPL,2002-06-17,20.24,20.63,19.85,20.54,5796600
4418,AAPL,2002-06-14,19.24,20.36,18.11,20.1,7587500
4419,AAPL,2002-06-13,20.02,20.05,19.38,19.54,6287200
4420,AAPL,2002-06-12,20.41,20.75,19.94,20.09,9441400
4421,AAPL,2002-06-11,21.64,21.7,20.41,20.46,6241000
4422,AAPL,2002-06-10,21.48,21.84,21.34,21.48,4956700
4423,AAPL,2002-06-07,21.76,21.94,20.93,21.4,10935300
4424,AAPL,2002-06-06,22.96,23.23,22.04,22.16,4642800
4425,AAPL,2002-06-05,22.83,22.89,22.35,22.72,4947900
4426,AAPL,2002-06-04,22.88,23.04,22.18,22.78,6211100
4427,AAPL,2002-06-03,23.39,23.45,22.58,22.91,4198400
4428,AAPL,2002-05-31,24.09,24.25,23.28,23.3,6526700
4429,AAPL,2002-05-30,23.77,24.38,23.51,24.2,3506700
4430,AAPL,2002-05-29,23.92,24.44,23.45,23.98,3960600
4431,AAPL,2002-05-28,23.69,24.2,23.43,23.98,2673500
4432,AAPL,2002-05-24,24.99,24.99,23.96,24.15,2967400
4433,AAPL,2002-05-23,24.45,25.24,24.07,25.18,6596400
4434,AAPL,2002-05-22,23.37,24.37,23.32,24.32,5194200
4435,AAPL,2002-05-21,24.83,25.0,23.4,23.46,5017700
4436,AAPL,2002-05-20,24.57,24.93,24.53,24.74,4819900
4437,AAPL,2002-05-17,25.49,25.78,24.61,25.01,4223100
4438,AAPL,2002-05-16,25.06,25.45,24.75,25.21,4054500
4439,AAPL,2002-05-15,25.37,25.98,24.84,25.28,5996900
4440,AAPL,2002-05-14,24.45,25.68,24.22,25.61,9401900
4441,AAPL,2002-05-13,23.52,24.09,22.94,23.94,4743000
4442,AAPL,2002-05-10,24.29,24.29,22.98,23.32,4203500
4443,AAPL,2002-05-09,24.25,24.35,23.8,24.19,4011000
4444,AAPL,2002-05-08,23.2,24.52,23.04,24.37,7797900
4445,AAPL,2002-05-07,22.94,22.95,22.14,22.47,4334800
4446,AAPL,2002-05-06,23.35,23.5,22.46,22.65,4458300
4447,AAPL,2002-05-03,23.57,24.02,23.43,23.51,4121100
4448,AAPL,2002-05-02,23.81,24.34,23.6,23.69,4274000
4449,AAPL,2002-05-01,24.29,24.29,23.36,23.98,3834000
4450,AAPL,2002-04-30,23.89,24.38,23.75,24.27,5017200
